angle,sin,cos
2ba1,2853,31b2
2ba2,2854,31b1
2ba3,2855,31b0
2ba4,2856,31b0
2ba5,2856,31af
2ba6,2857,31af
2ba7,2858,31ae
2ba8,2859,31ad
2ba9,285a,31ad
2baa,285a,31ac
2bab,285b,31ab
2bac,285c,31ab
2bad,285d,31aa
2bae,285d,31aa
2baf,285e,31a9
2bb0,285f,31a8
2bb1,2860,31a8
2bb2,2861,31a7
2bb3,2861,31a6
2bb4,2862,31a6
2bb5,2863,31a5
2bb6,2864,31a4
2bb7,2864,31a4
2bb8,2865,31a3
2bb9,2866,31a3
2bba,2867,31a2
2bbb,2867,31a1
2bbc,2868,31a1
2bbd,2869,31a0
2bbe,286a,319f
2bbf,286b,319f
2bc0,286b,319e
2bc1,286c,319e
2bc2,286d,319d
2bc3,286e,319c
2bc4,286e,319c
2bc5,286f,319b
2bc6,2870,319a
2bc7,2871,319a
2bc8,2872,3199
2bc9,2872,3198
2bca,2873,3198
2bcb,2874,3197
2bcc,2875,3197
2bcd,2875,3196
2bce,2876,3195
2bcf,2877,3195
2bd0,2878,3194
2bd1,2879,3193
2bd2,2879,3193
2bd3,287a,3192
2bd4,287b,3192
2bd5,287c,3191
2bd6,287c,3190
2bd7,287d,3190
2bd8,287e,318f
2bd9,287f,318e
2bda,2880,318e
2bdb,2880,318d
2bdc,2881,318c
2bdd,2882,318c
2bde,2883,318b
2bdf,2883,318b
2be0,2884,318a
2be1,2885,3189
2be2,2886,3189
2be3,2886,3188
2be4,2887,3187
2be5,2888,3187
2be6,2889,3186
2be7,288a,3185
2be8,288a,3185
2be9,288b,3184
2bea,288c,3184
2beb,288d,3183
2bec,288d,3182
2bed,288e,3182
2bee,288f,3181
2bef,2890,3180
2bf0,2891,3180
2bf1,2891,317f
2bf2,2892,317f
2bf3,2893,317e
2bf4,2894,317d
2bf5,2894,317d
2bf6,2895,317c
2bf7,2896,317b
2bf8,2897,317b
2bf9,2897,317a
2bfa,2898,3179
2bfb,2899,3179
2bfc,289a,3178
2bfd,289b,3178
2bfe,289b,3177
2bff,289c,3176
2c00,289d,3176
2c01,289e,3175
2c02,289e,3174
2c03,289f,3174
2c04,28a0,3173
2c05,28a1,3172
2c06,28a2,3172
2c07,28a2,3171
2c08,28a3,3171
2c09,28a4,3170
2c0a,28a5,316f
2c0b,28a5,316f
2c0c,28a6,316e
2c0d,28a7,316d
2c0e,28a8,316d
2c0f,28a8,316c
2c10,28a9,316b
2c11,28aa,316b
2c12,28ab,316a
2c13,28ac,316a
2c14,28ac,3169
2c15,28ad,3168
2c16,28ae,3168
2c17,28af,3167
2c18,28af,3166
2c19,28b0,3166
2c1a,28b1,3165
2c1b,28b2,3164
2c1c,28b3,3164
2c1d,28b3,3163
2c1e,28b4,3163
2c1f,28b5,3162
2c20,28b6,3161
2c21,28b6,3161
2c22,28b7,3160
2c23,28b8,315f
2c24,28b9,315f
2c25,28b9,315e
2c26,28ba,315d
2c27,28bb,315d
2c28,28bc,315c
2c29,28bd,315c
2c2a,28bd,315b
2c2b,28be,315a
2c2c,28bf,315a
2c2d,28c0,3159
2c2e,28c0,3158
2c2f,28c1,3158
2c30,28c2,3157
2c31,28c3,3156
2c32,28c3,3156
2c33,28c4,3155
2c34,28c5,3155
2c35,28c6,3154
2c36,28c7,3153
2c37,28c7,3153
2c38,28c8,3152
2c39,28c9,3151
2c3a,28ca,3151
2c3b,28ca,3150
2c3c,28cb,314f
2c3d,28cc,314f
2c3e,28cd,314e
2c3f,28ce,314e
2c40,28ce,314d
2c41,28cf,314c
2c42,28d0,314c
2c43,28d1,314b
2c44,28d1,314a
2c45,28d2,314a
2c46,28d3,3149
2c47,28d4,3148
2c48,28d4,3148
2c49,28d5,3147
2c4a,28d6,3147
2c4b,28d7,3146
2c4c,28d8,3145
2c4d,28d8,3145
2c4e,28d9,3144
2c4f,28da,3143
2c50,28db,3143
2c51,28db,3142
2c52,28dc,3141
2c53,28dd,3141
2c54,28de,3140
2c55,28de,3140
2c56,28df,313f
2c57,28e0,313e
2c58,28e1,313e
2c59,28e2,313d
2c5a,28e2,313c
2c5b,28e3,313c
2c5c,28e4,313b
2c5d,28e5,313a
2c5e,28e5,313a
2c5f,28e6,3139
2c60,28e7,3138
2c61,28e8,3138
2c62,28e8,3137
2c63,28e9,3137
2c64,28ea,3136
2c65,28eb,3135
2c66,28ec,3135
2c67,28ec,3134
2c68,28ed,3133
2c69,28ee,3133
2c6a,28ef,3132
2c6b,28ef,3131
2c6c,28f0,3131
2c6d,28f1,3130
2c6e,28f2,3130
2c6f,28f2,312f
2c70,28f3,312e
2c71,28f4,312e
2c72,28f5,312d
2c73,28f6,312c
2c74,28f6,312c
2c75,28f7,312b
2c76,28f8,312a
2c77,28f9,312a
2c78,28f9,3129
2c79,28fa,3128
2c7a,28fb,3128
2c7b,28fc,3127
2c7c,28fc,3127
2c7d,28fd,3126
2c7e,28fe,3125
2c7f,28ff,3125
2c80,2900,3124
2c81,2900,3123
2c82,2901,3123
2c83,2902,3122
2c84,2903,3121
2c85,2903,3121
2c86,2904,3120
2c87,2905,3120
2c88,2906,311f
2c89,2906,311e
2c8a,2907,311e
2c8b,2908,311d
2c8c,2909,311c
2c8d,2909,311c
2c8e,290a,311b
2c8f,290b,311a
2c90,290c,311a
2c91,290d,3119
2c92,290d,3118
2c93,290e,3118
2c94,290f,3117
2c95,2910,3117
2c96,2910,3116
2c97,2911,3115
2c98,2912,3115
2c99,2913,3114
2c9a,2913,3113
2c9b,2914,3113
2c9c,2915,3112
2c9d,2916,3111
2c9e,2917,3111
2c9f,2917,3110
2ca0,2918,310f
2ca1,2919,310f
2ca2,291a,310e
2ca3,291a,310e
2ca4,291b,310d
2ca5,291c,310c
2ca6,291d,310c
2ca7,291d,310b
2ca8,291e,310a
2ca9,291f,310a
2caa,2920,3109
2cab,2920,3108
2cac,2921,3108
2cad,2922,3107
2cae,2923,3106
2caf,2924,3106
2cb0,2924,3105
2cb1,2925,3105
2cb2,2926,3104
2cb3,2927,3103
2cb4,2927,3103
2cb5,2928,3102
2cb6,2929,3101
2cb7,292a,3101
2cb8,292a,3100
2cb9,292b,30ff
2cba,292c,30ff
2cbb,292d,30fe
2cbc,292e,30fd
2cbd,292e,30fd
2cbe,292f,30fc
2cbf,2930,30fc
2cc0,2931,30fb
2cc1,2931,30fa
2cc2,2932,30fa
2cc3,2933,30f9
2cc4,2934,30f8
2cc5,2934,30f8
2cc6,2935,30f7
2cc7,2936,30f6
2cc8,2937,30f6
2cc9,2937,30f5
2cca,2938,30f4
2ccb,2939,30f4
2ccc,293a,30f3
2ccd,293b,30f3
2cce,293b,30f2
2ccf,293c,30f1
2cd0,293d,30f1
2cd1,293e,30f0
2cd2,293e,30ef
2cd3,293f,30ef
2cd4,2940,30ee
2cd5,2941,30ed
2cd6,2941,30ed
2cd7,2942,30ec
2cd8,2943,30eb
2cd9,2944,30eb
2cda,2944,30ea
2cdb,2945,30ea
2cdc,2946,30e9
2cdd,2947,30e8
2cde,2948,30e8
2cdf,2948,30e7
2ce0,2949,30e6
2ce1,294a,30e6
2ce2,294b,30e5
2ce3,294b,30e4
2ce4,294c,30e4
2ce5,294d,30e3
2ce6,294e,30e2
2ce7,294e,30e2
2ce8,294f,30e1
2ce9,2950,30e0
2cea,2951,30e0
2ceb,2951,30df
2cec,2952,30df
2ced,2953,30de
2cee,2954,30dd
2cef,2954,30dd
2cf0,2955,30dc
2cf1,2956,30db
2cf2,2957,30db
2cf3,2958,30da
2cf4,2958,30d9
2cf5,2959,30d9
2cf6,295a,30d8
2cf7,295b,30d7
2cf8,295b,30d7
2cf9,295c,30d6
2cfa,295d,30d6
2cfb,295e,30d5
2cfc,295e,30d4
2cfd,295f,30d4
2cfe,2960,30d3
2cff,2961,30d2
2d00,2961,30d2
2d01,2962,30d1
2d02,2963,30d0
2d03,2964,30d0
2d04,2965,30cf
2d05,2965,30ce
2d06,2966,30ce
2d07,2967,30cd
2d08,2968,30cc
2d09,2968,30cc
2d0a,2969,30cb
2d0b,296a,30cb
2d0c,296b,30ca
2d0d,296b,30c9
2d0e,296c,30c9
2d0f,296d,30c8
2d10,296e,30c7
2d11,296e,30c7
2d12,296f,30c6
2d13,2970,30c5
2d14,2971,30c5
2d15,2971,30c4
2d16,2972,30c3
2d17,2973,30c3
2d18,2974,30c2
2d19,2975,30c1
2d1a,2975,30c1
2d1b,2976,30c0
2d1c,2977,30c0
2d1d,2978,30bf
2d1e,2978,30be
2d1f,2979,30be
2d20,297a,30bd
2d21,297b,30bc
2d22,297b,30bc
2d23,297c,30bb
2d24,297d,30ba
2d25,297e,30ba
2d26,297e,30b9
2d27,297f,30b8
2d28,2980,30b8
2d29,2981,30b7
2d2a,2981,30b6
2d2b,2982,30b6
2d2c,2983,30b5
2d2d,2984,30b4
2d2e,2985,30b4
2d2f,2985,30b3
2d30,2986,30b3
2d31,2987,30b2
2d32,2988,30b1
2d33,2988,30b1
2d34,2989,30b0
2d35,298a,30af
2d36,298b,30af
2d37,298b,30ae
2d38,298c,30ad
2d39,298d,30ad
2d3a,298e,30ac
2d3b,298e,30ab
2d3c,298f,30ab
2d3d,2990,30aa
2d3e,2991,30a9
2d3f,2991,30a9
2d40,2992,30a8
2d41,2993,30a8
2d42,2994,30a7
2d43,2994,30a6
2d44,2995,30a6
2d45,2996,30a5
2d46,2997,30a4
2d47,2998,30a4
2d48,2998,30a3
2d49,2999,30a2
2d4a,299a,30a2
2d4b,299b,30a1
2d4c,299b,30a0
2d4d,299c,30a0
2d4e,299d,309f
2d4f,299e,309e
2d50,299e,309e
2d51,299f,309d
2d52,29a0,309c
2d53,29a1,309c
2d54,29a1,309b
2d55,29a2,309a
2d56,29a3,309a
2d57,29a4,3099
2d58,29a4,3099
2d59,29a5,3098
2d5a,29a6,3097
2d5b,29a7,3097
2d5c,29a7,3096
2d5d,29a8,3095
2d5e,29a9,3095
2d5f,29aa,3094
2d60,29ab,3093
2d61,29ab,3093
2d62,29ac,3092
2d63,29ad,3091
2d64,29ae,3091
2d65,29ae,3090
2d66,29af,308f
2d67,29b0,308f
2d68,29b1,308e
2d69,29b1,308d
2d6a,29b2,308d
2d6b,29b3,308c
2d6c,29b4,308c
2d6d,29b4,308b
2d6e,29b5,308a
2d6f,29b6,308a
2d70,29b7,3089
2d71,29b7,3088
2d72,29b8,3088
2d73,29b9,3087
2d74,29ba,3086
2d75,29ba,3086
2d76,29bb,3085
2d77,29bc,3084
2d78,29bd,3084
2d79,29bd,3083
2d7a,29be,3082
2d7b,29bf,3082
2d7c,29c0,3081
2d7d,29c1,3080
2d7e,29c1,3080
2d7f,29c2,307f
2d80,29c3,307e
2d81,29c4,307e
2d82,29c4,307d
2d83,29c5,307d
2d84,29c6,307c
2d85,29c7,307b
2d86,29c7,307b
2d87,29c8,307a
2d88,29c9,3079
2d89,29ca,3079
2d8a,29ca,3078
2d8b,29cb,3077
2d8c,29cc,3077
2d8d,29cd,3076
2d8e,29cd,3075
2d8f,29ce,3075
2d90,29cf,3074
2d91,29d0,3073
2d92,29d0,3073
2d93,29d1,3072
2d94,29d2,3071
2d95,29d3,3071
2d96,29d3,3070
2d97,29d4,306f
2d98,29d5,306f
2d99,29d6,306e
2d9a,29d6,306e
2d9b,29d7,306d
2d9c,29d8,306c
2d9d,29d9,306c
2d9e,29da,306b
2d9f,29da,306a
2da0,29db,306a
2da1,29dc,3069
2da2,29dd,3068
2da3,29dd,3068
2da4,29de,3067
2da5,29df,3066
2da6,29e0,3066
2da7,29e0,3065
2da8,29e1,3064
2da9,29e2,3064
2daa,29e3,3063
2dab,29e3,3062
2dac,29e4,3062
2dad,29e5,3061
2dae,29e6,3060
2daf,29e6,3060
2db0,29e7,305f
2db1,29e8,305e
2db2,29e9,305e
2db3,29e9,305d
2db4,29ea,305c
2db5,29eb,305c
2db6,29ec,305b
2db7,29ec,305b
2db8,29ed,305a
2db9,29ee,3059
2dba,29ef,3059
2dbb,29ef,3058
2dbc,29f0,3057
2dbd,29f1,3057
2dbe,29f2,3056
2dbf,29f2,3055
2dc0,29f3,3055
2dc1,29f4,3054
2dc2,29f5,3053
2dc3,29f5,3053
2dc4,29f6,3052
2dc5,29f7,3051
2dc6,29f8,3051
2dc7,29f8,3050
2dc8,29f9,304f
2dc9,29fa,304f
2dca,29fb,304e
2dcb,29fc,304d
2dcc,29fc,304d
2dcd,29fd,304c
2dce,29fe,304b
2dcf,29ff,304b
2dd0,29ff,304a
2dd1,2a00,3049
2dd2,2a01,3049
2dd3,2a02,3048
2dd4,2a02,3048
2dd5,2a03,3047
2dd6,2a04,3046
2dd7,2a05,3046
2dd8,2a05,3045
2dd9,2a06,3044
2dda,2a07,3044
2ddb,2a08,3043
2ddc,2a08,3042
2ddd,2a09,3042
2dde,2a0a,3041
2ddf,2a0b,3040
2de0,2a0b,3040
2de1,2a0c,303f
2de2,2a0d,303e
2de3,2a0e,303e
2de4,2a0e,303d
2de5,2a0f,303c
2de6,2a10,303c
2de7,2a11,303b
2de8,2a11,303a
2de9,2a12,303a
2dea,2a13,3039
2deb,2a14,3038
2dec,2a14,3038
2ded,2a15,3037
2dee,2a16,3036
2def,2a17,3036
2df0,2a17,3035
2df1,2a18,3034
2df2,2a19,3034
2df3,2a1a,3033
2df4,2a1a,3032
2df5,2a1b,3032
2df6,2a1c,3031
2df7,2a1d,3031
2df8,2a1d,3030
2df9,2a1e,302f
2dfa,2a1f,302f
2dfb,2a20,302e
2dfc,2a20,302d
2dfd,2a21,302d
2dfe,2a22,302c
2dff,2a23,302b
2e00,2a23,302b
2e01,2a24,302a
2e02,2a25,3029
2e03,2a26,3029
2e04,2a26,3028
2e05,2a27,3027
2e06,2a28,3027
2e07,2a29,3026
2e08,2a29,3025
2e09,2a2a,3025
2e0a,2a2b,3024
2e0b,2a2c,3023
2e0c,2a2c,3023
2e0d,2a2d,3022
2e0e,2a2e,3021
2e0f,2a2f,3021
2e10,2a2f,3020
2e11,2a30,301f
2e12,2a31,301f
2e13,2a32,301e
2e14,2a32,301d
2e15,2a33,301d
2e16,2a34,301c
2e17,2a35,301b
2e18,2a36,301b
2e19,2a36,301a
2e1a,2a37,3019
2e1b,2a38,3019
2e1c,2a39,3018
2e1d,2a39,3017
2e1e,2a3a,3017
2e1f,2a3b,3016
2e20,2a3c,3015
2e21,2a3c,3015
2e22,2a3d,3014
2e23,2a3e,3014
2e24,2a3f,3013
2e25,2a3f,3012
2e26,2a40,3012
2e27,2a41,3011
2e28,2a42,3010
2e29,2a42,3010
2e2a,2a43,300f
2e2b,2a44,300e
2e2c,2a45,300e
2e2d,2a45,300d
2e2e,2a46,300c
2e2f,2a47,300c
2e30,2a48,300b
2e31,2a48,300a
2e32,2a49,300a
2e33,2a4a,3009
2e34,2a4b,3008
2e35,2a4b,3008
2e36,2a4c,3007
2e37,2a4d,3006
2e38,2a4e,3006
2e39,2a4e,3005
2e3a,2a4f,3004
2e3b,2a50,3004
2e3c,2a51,3003
2e3d,2a51,3002
2e3e,2a52,3002
2e3f,2a53,3001
2e40,2a54,3000
2e41,2a54,3000
2e42,2a55,2fff
2e43,2a56,2ffe
2e44,2a57,2ffe
2e45,2a57,2ffd
2e46,2a58,2ffc
2e47,2a59,2ffc
2e48,2a5a,2ffb
2e49,2a5a,2ffa
2e4a,2a5b,2ffa
2e4b,2a5c,2ff9
2e4c,2a5d,2ff8
2e4d,2a5d,2ff8
2e4e,2a5e,2ff7
2e4f,2a5f,2ff6
2e50,2a60,2ff6
2e51,2a60,2ff5
2e52,2a61,2ff4
2e53,2a62,2ff4
2e54,2a63,2ff3
2e55,2a63,2ff2
2e56,2a64,2ff2
2e57,2a65,2ff1
2e58,2a66,2ff0
2e59,2a66,2ff0
2e5a,2a67,2fef
2e5b,2a68,2fee
2e5c,2a69,2fee
2e5d,2a69,2fed
2e5e,2a6a,2fec
2e5f,2a6b,2fec
2e60,2a6c,2feb
2e61,2a6c,2fea
2e62,2a6d,2fea
2e63,2a6e,2fe9
2e64,2a6f,2fe9
2e65,2a6f,2fe8
2e66,2a70,2fe7
2e67,2a71,2fe7
2e68,2a72,2fe6
2e69,2a72,2fe5
2e6a,2a73,2fe5
2e6b,2a74,2fe4
2e6c,2a75,2fe3
2e6d,2a75,2fe3
2e6e,2a76,2fe2
2e6f,2a77,2fe1
2e70,2a77,2fe1
2e71,2a78,2fe0
2e72,2a79,2fdf
2e73,2a7a,2fdf
2e74,2a7a,2fde
2e75,2a7b,2fdd
2e76,2a7c,2fdd
2e77,2a7d,2fdc
2e78,2a7d,2fdb
2e79,2a7e,2fdb
2e7a,2a7f,2fda
2e7b,2a80,2fd9
2e7c,2a80,2fd9
2e7d,2a81,2fd8
2e7e,2a82,2fd7
2e7f,2a83,2fd7
2e80,2a83,2fd6
2e81,2a84,2fd5
2e82,2a85,2fd5
2e83,2a86,2fd4
2e84,2a86,2fd3
2e85,2a87,2fd3
2e86,2a88,2fd2
2e87,2a89,2fd1
2e88,2a89,2fd1
2e89,2a8a,2fd0
2e8a,2a8b,2fcf
2e8b,2a8c,2fcf
2e8c,2a8c,2fce
2e8d,2a8d,2fcd
2e8e,2a8e,2fcd
2e8f,2a8f,2fcc
2e90,2a8f,2fcb
2e91,2a90,2fcb
2e92,2a91,2fca
2e93,2a92,2fc9
2e94,2a92,2fc9
2e95,2a93,2fc8
2e96,2a94,2fc7
2e97,2a95,2fc7
2e98,2a95,2fc6
2e99,2a96,2fc5
2e9a,2a97,2fc5
2e9b,2a98,2fc4
2e9c,2a98,2fc3
2e9d,2a99,2fc3
2e9e,2a9a,2fc2
2e9f,2a9b,2fc1
2ea0,2a9b,2fc1
2ea1,2a9c,2fc0
2ea2,2a9d,2fbf
2ea3,2a9e,2fbf
2ea4,2a9e,2fbe
2ea5,2a9f,2fbd
2ea6,2aa0,2fbd
2ea7,2aa1,2fbc
2ea8,2aa1,2fbb
2ea9,2aa2,2fbb
2eaa,2aa3,2fba
2eab,2aa4,2fb9
2eac,2aa4,2fb9
2ead,2aa5,2fb8
2eae,2aa6,2fb7
2eaf,2aa7,2fb7
2eb0,2aa7,2fb6
2eb1,2aa8,2fb5
2eb2,2aa9,2fb5
2eb3,2aaa,2fb4
2eb4,2aaa,2fb3
2eb5,2aab,2fb3
2eb6,2aac,2fb2
2eb7,2aad,2fb1
2eb8,2aad,2fb1
2eb9,2aae,2fb0
2eba,2aaf,2faf
2ebb,2aaf,2faf
2ebc,2ab0,2fae
2ebd,2ab1,2fad
2ebe,2ab2,2fad
2ebf,2ab2,2fac
2ec0,2ab3,2fab
2ec1,2ab4,2fab
2ec2,2ab5,2faa
2ec3,2ab5,2fa9
2ec4,2ab6,2fa9
2ec5,2ab7,2fa8
2ec6,2ab8,2fa7
2ec7,2ab8,2fa7
2ec8,2ab9,2fa6
2ec9,2aba,2fa5
2eca,2abb,2fa5
2ecb,2abb,2fa4
2ecc,2abc,2fa3
2ecd,2abd,2fa3
2ece,2abe,2fa2
2ecf,2abe,2fa1
2ed0,2abf,2fa1
2ed1,2ac0,2fa0
2ed2,2ac1,2f9f
2ed3,2ac1,2f9f
2ed4,2ac2,2f9e
2ed5,2ac3,2f9d
2ed6,2ac4,2f9d
2ed7,2ac4,2f9c
2ed8,2ac5,2f9b
2ed9,2ac6,2f9b
2eda,2ac7,2f9a
2edb,2ac7,2f99
2edc,2ac8,2f99
2edd,2ac9,2f98
2ede,2aca,2f97
2edf,2aca,2f97
2ee0,2acb,2f96
2ee1,2acc,2f95
2ee2,2acd,2f95
2ee3,2acd,2f94
2ee4,2ace,2f93
2ee5,2acf,2f93
2ee6,2acf,2f92
2ee7,2ad0,2f91
2ee8,2ad1,2f91
2ee9,2ad2,2f90
2eea,2ad2,2f8f
2eeb,2ad3,2f8f
2eec,2ad4,2f8e
2eed,2ad5,2f8d
2eee,2ad5,2f8d
2eef,2ad6,2f8c
2ef0,2ad7,2f8b
2ef1,2ad8,2f8b
2ef2,2ad8,2f8a
2ef3,2ad9,2f89
2ef4,2ada,2f89
2ef5,2adb,2f88
2ef6,2adb,2f87
2ef7,2adc,2f87
2ef8,2add,2f86
2ef9,2ade,2f85
2efa,2ade,2f85
2efb,2adf,2f84
2efc,2ae0,2f83
2efd,2ae1,2f83
2efe,2ae1,2f82
2eff,2ae2,2f81
2f00,2ae3,2f81
2f01,2ae4,2f80
2f02,2ae4,2f7f
2f03,2ae5,2f7f
2f04,2ae6,2f7e
2f05,2ae7,2f7d
2f06,2ae7,2f7c
2f07,2ae8,2f7c
2f08,2ae9,2f7b
2f09,2ae9,2f7a
2f0a,2aea,2f7a
2f0b,2aeb,2f79
2f0c,2aec,2f78
2f0d,2aec,2f78
2f0e,2aed,2f77
2f0f,2aee,2f76
2f10,2aef,2f76
2f11,2aef,2f75
2f12,2af0,2f74
2f13,2af1,2f74
2f14,2af2,2f73
2f15,2af2,2f72
2f16,2af3,2f72
2f17,2af4,2f71
2f18,2af5,2f70
2f19,2af5,2f70
2f1a,2af6,2f6f
2f1b,2af7,2f6e
2f1c,2af8,2f6e
2f1d,2af8,2f6d
2f1e,2af9,2f6c
2f1f,2afa,2f6c
2f20,2afb,2f6b
2f21,2afb,2f6a
2f22,2afc,2f6a
2f23,2afd,2f69
2f24,2afd,2f68
2f25,2afe,2f68
2f26,2aff,2f67
2f27,2b00,2f66
2f28,2b00,2f66
2f29,2b01,2f65
2f2a,2b02,2f64
2f2b,2b03,2f64
2f2c,2b03,2f63
2f2d,2b04,2f62
2f2e,2b05,2f62
2f2f,2b06,2f61
2f30,2b06,2f60
2f31,2b07,2f60
2f32,2b08,2f5f
2f33,2b09,2f5e
2f34,2b09,2f5e
2f35,2b0a,2f5d
2f36,2b0b,2f5c
2f37,2b0c,2f5c
2f38,2b0c,2f5b
2f39,2b0d,2f5a
2f3a,2b0e,2f5a
2f3b,2b0f,2f59
2f3c,2b0f,2f58
2f3d,2b10,2f58
2f3e,2b11,2f57
2f3f,2b11,2f56
2f40,2b12,2f56
2f41,2b13,2f55
2f42,2b14,2f54
2f43,2b14,2f54
2f44,2b15,2f53
2f45,2b16,2f52
2f46,2b17,2f52
2f47,2b17,2f51
2f48,2b18,2f50
2f49,2b19,2f4f
2f4a,2b1a,2f4f
2f4b,2b1a,2f4e
2f4c,2b1b,2f4d
2f4d,2b1c,2f4d
2f4e,2b1d,2f4c
2f4f,2b1d,2f4b
2f50,2b1e,2f4b
2f51,2b1f,2f4a
2f52,2b20,2f49
2f53,2b20,2f49
2f54,2b21,2f48
2f55,2b22,2f47
2f56,2b22,2f47
2f57,2b23,2f46
2f58,2b24,2f45
2f59,2b25,2f45
2f5a,2b25,2f44
2f5b,2b26,2f43
2f5c,2b27,2f43
2f5d,2b28,2f42
2f5e,2b28,2f41
2f5f,2b29,2f41
2f60,2b2a,2f40
2f61,2b2b,2f3f
2f62,2b2b,2f3f
2f63,2b2c,2f3e
2f64,2b2d,2f3d
2f65,2b2e,2f3d
2f66,2b2e,2f3c
2f67,2b2f,2f3b
2f68,2b30,2f3b
2f69,2b31,2f3a
2f6a,2b31,2f39
2f6b,2b32,2f39
2f6c,2b33,2f38
2f6d,2b33,2f37
2f6e,2b34,2f37
2f6f,2b35,2f36
2f70,2b36,2f35
2f71,2b36,2f35
2f72,2b37,2f34
2f73,2b38,2f33
2f74,2b39,2f32
2f75,2b39,2f32
2f76,2b3a,2f31
2f77,2b3b,2f30
2f78,2b3c,2f30
2f79,2b3c,2f2f
2f7a,2b3d,2f2e
2f7b,2b3e,2f2e
2f7c,2b3f,2f2d
2f7d,2b3f,2f2c
2f7e,2b40,2f2c
2f7f,2b41,2f2b
2f80,2b41,2f2a
2f81,2b42,2f2a
2f82,2b43,2f29
2f83,2b44,2f28
2f84,2b44,2f28
2f85,2b45,2f27
2f86,2b46,2f26
2f87,2b47,2f26
2f88,2b47,2f25
2f89,2b48,2f24
2f8a,2b49,2f24
2f8b,2b4a,2f23
2f8c,2b4a,2f22
2f8d,2b4b,2f22
2f8e,2b4c,2f21
2f8f,2b4d,2f20
2f90,2b4d,2f20
2f91,2b4e,2f1f
2f92,2b4f,2f1e
2f93,2b4f,2f1e
2f94,2b50,2f1d
2f95,2b51,2f1c
2f96,2b52,2f1b
2f97,2b52,2f1b
2f98,2b53,2f1a
2f99,2b54,2f19
2f9a,2b55,2f19
2f9b,2b55,2f18
2f9c,2b56,2f17
2f9d,2b57,2f17
2f9e,2b58,2f16
2f9f,2b58,2f15
2fa0,2b59,2f15
2fa1,2b5a,2f14
2fa2,2b5b,2f13
2fa3,2b5b,2f13
2fa4,2b5c,2f12
2fa5,2b5d,2f11
2fa6,2b5d,2f11
2fa7,2b5e,2f10
2fa8,2b5f,2f0f
2fa9,2b60,2f0f
2faa,2b60,2f0e
2fab,2b61,2f0d
2fac,2b62,2f0d
2fad,2b63,2f0c
2fae,2b63,2f0b
2faf,2b64,2f0b
2fb0,2b65,2f0a
2fb1,2b66,2f09
2fb2,2b66,2f09
2fb3,2b67,2f08
2fb4,2b68,2f07
2fb5,2b68,2f06
2fb6,2b69,2f06
2fb7,2b6a,2f05
2fb8,2b6b,2f04
2fb9,2b6b,2f04
2fba,2b6c,2f03
2fbb,2b6d,2f02
2fbc,2b6e,2f02
2fbd,2b6e,2f01
2fbe,2b6f,2f00
2fbf,2b70,2f00
2fc0,2b71,2eff
2fc1,2b71,2efe
2fc2,2b72,2efe
2fc3,2b73,2efd
2fc4,2b73,2efc
2fc5,2b74,2efc
2fc6,2b75,2efb
2fc7,2b76,2efa
2fc8,2b76,2efa
2fc9,2b77,2ef9
2fca,2b78,2ef8
2fcb,2b79,2ef8
2fcc,2b79,2ef7
2fcd,2b7a,2ef6
2fce,2b7b,2ef6
2fcf,2b7c,2ef5
2fd0,2b7c,2ef4
2fd1,2b7d,2ef3
2fd2,2b7e,2ef3
2fd3,2b7f,2ef2
2fd4,2b7f,2ef1
2fd5,2b80,2ef1
2fd6,2b81,2ef0
2fd7,2b81,2eef
2fd8,2b82,2eef
2fd9,2b83,2eee
2fda,2b84,2eed
2fdb,2b84,2eed
2fdc,2b85,2eec
2fdd,2b86,2eeb
2fde,2b87,2eeb
2fdf,2b87,2eea
2fe0,2b88,2ee9
2fe1,2b89,2ee9
2fe2,2b8a,2ee8
2fe3,2b8a,2ee7
2fe4,2b8b,2ee7
2fe5,2b8c,2ee6
2fe6,2b8c,2ee5
2fe7,2b8d,2ee5
2fe8,2b8e,2ee4
2fe9,2b8f,2ee3
2fea,2b8f,2ee2
2feb,2b90,2ee2
2fec,2b91,2ee1
2fed,2b92,2ee0
2fee,2b92,2ee0
2fef,2b93,2edf
2ff0,2b94,2ede
2ff1,2b94,2ede
2ff2,2b95,2edd
2ff3,2b96,2edc
2ff4,2b97,2edc
2ff5,2b97,2edb
2ff6,2b98,2eda
2ff7,2b99,2eda
2ff8,2b9a,2ed9
2ff9,2b9a,2ed8
2ffa,2b9b,2ed8
2ffb,2b9c,2ed7
2ffc,2b9d,2ed6
2ffd,2b9d,2ed6
2ffe,2b9e,2ed5
2fff,2b9f,2ed4
3000,2b9f,2ed3
3001,2ba0,2ed3
3002,2ba1,2ed2
3003,2ba2,2ed1
3004,2ba2,2ed1
3005,2ba3,2ed0
3006,2ba4,2ecf
3007,2ba5,2ecf
3008,2ba5,2ece
3009,2ba6,2ecd
300a,2ba7,2ecd
300b,2ba8,2ecc
300c,2ba8,2ecb
300d,2ba9,2ecb
300e,2baa,2eca
300f,2baa,2ec9
3010,2bab,2ec9
3011,2bac,2ec8
3012,2bad,2ec7
3013,2bad,2ec7
3014,2bae,2ec6
3015,2baf,2ec5
3016,2bb0,2ec4
3017,2bb0,2ec4
3018,2bb1,2ec3
3019,2bb2,2ec2
301a,2bb2,2ec2
