angle,sin,cos
16e29cb0,fd7a7ad,23d7ab6
16e2c3c0,fd7ad25,23d5409
16e2ead0,fd7b29d,23d2d5b
16e311e0,fd7b814,23d06ad
16e338f0,fd7bd8b,23ce000
16e36000,fd7c301,23cb952
16e38710,fd7c877,23c92a4
16e3ae20,fd7cded,23c6bf6
16e3d530,fd7d362,23c4548
16e3fc40,fd7d8d7,23c1e9a
16e42350,fd7de4c,23bf7ec
16e44a60,fd7e3c0,23bd13e
16e47170,fd7e934,23baa90
16e49880,fd7eea7,23b83e2
16e4bf90,fd7f41a,23b5d34
16e4e6a0,fd7f98d,23b3686
16e50db0,fd7ff00,23b0fd7
16e534c0,fd80472,23ae929
16e55bd0,fd809e3,23ac27b
16e582e0,fd80f54,23a9bcc
16e5a9f0,fd814c5,23a751e
16e5d100,fd81a36,23a4e6f
16e5f810,fd81fa6,23a27c0
16e61f20,fd82516,23a0112
16e64630,fd82a85,239da63
16e66d40,fd82ff4,239b3b4
16e69450,fd83563,2398d05
16e6bb60,fd83ad1,2396657
16e6e270,fd8403f,2393fa8
16e70980,fd845ad,23918f9
16e73090,fd84b1a,238f24a
16e757a0,fd85087,238cb9b
16e77eb0,fd855f3,238a4eb
16e7a5c0,fd85b60,2387e3c
16e7ccd0,fd860cb,238578d
16e7f3e0,fd86637,23830de
16e81af0,fd86ba2,2380a2e
16e84200,fd8710c,237e37f
16e86910,fd87677,237bccf
16e89020,fd87be0,2379620
16e8b730,fd8814a,2376f70
16e8de40,fd886b3,23748c1
16e90550,fd88c1c,2372211
16e92c60,fd89184,236fb61
16e95370,fd896ec,236d4b2
16e97a80,fd89c54,236ae02
16e9a190,fd8a1bb,2368752
16e9c8a0,fd8a722,23660a2
16e9efb0,fd8ac89,23639f2
16ea16c0,fd8b1ef,2361342
16ea3dd0,fd8b755,235ec92
16ea64e0,fd8bcba,235c5e2
16ea8bf0,fd8c21f,2359f32
16eab300,fd8c784,2357882
16eada10,fd8cce9,23551d1
16eb0120,fd8d24d,2352b21
16eb2830,fd8d7b0,2350471
16eb4f40,fd8dd13,234ddc0
16eb7650,fd8e276,234b710
16eb9d60,fd8e7d9,234905f
16ebc470,fd8ed3b,23469af
16ebeb80,fd8f29d,23442fe
16ec1290,fd8f7fe,2341c4d
16ec39a0,fd8fd5f,233f59d
16ec60b0,fd902c0,233ceec
16ec87c0,fd90820,233a83b
16ecaed0,fd90d80,233818a
16ecd5e0,fd912e0,2335ad9
16ecfcf0,fd9183f,2333428
16ed2400,fd91d9e,2330d77
16ed4b10,fd922fc,232e6c6
16ed7220,fd9285a,232c015
16ed9930,fd92db8,2329964
16edc040,fd93315,23272b2
16ede750,fd93872,2324c01
16ee0e60,fd93dcf,2322550
16ee3570,fd9432b,231fe9e
16ee5c80,fd94887,231d7ed
16ee8390,fd94de3,231b13b
16eeaaa0,fd9533e,2318a8a
16eed1b0,fd95898,23163d8
16eef8c0,fd95df3,2313d27
16ef1fd0,fd9634d,2311675
16ef46e0,fd968a6,230efc3
16ef6df0,fd96e00,230c911
16ef9500,fd97359,230a25f
16efbc10,fd978b1,2307bae
16efe320,fd97e09,23054fc
16f00a30,fd98361,2302e4a
16f03140,fd988b9,2300797
16f05850,fd98e10,22fe0e5
16f07f60,fd99366,22fba33
16f0a670,fd998bd,22f9381
16f0cd80,fd99e13,22f6ccf
16f0f490,fd9a368,22f461c
16f11ba0,fd9a8be,22f1f6a
16f142b0,fd9ae12,22ef8b8
16f169c0,fd9b367,22ed205
16f190d0,fd9b8bb,22eab53
16f1b7e0,fd9be0f,22e84a0
16f1def0,fd9c362,22e5ded
16f20600,fd9c8b5,22e373b
16f22d10,fd9ce08,22e1088
16f25420,fd9d35a,22de9d5
16f27b30,fd9d8ac,22dc322
16f2a240,fd9ddfe,22d9c70
16f2c950,fd9e34f,22d75bd
16f2f060,fd9e8a0,22d4f0a
16f31770,fd9edf0,22d2857
16f33e80,fd9f340,22d01a4
16f36590,fd9f890,22cdaf0
16f38ca0,fd9fddf,22cb43d
16f3b3b0,fda032e,22c8d8a
16f3dac0,fda087d,22c66d7
16f401d0,fda0dcb,22c4023
16f428e0,fda1319,22c1970
16f44ff0,fda1866,22bf2bd
16f47700,fda1db3,22bcc09
16f49e10,fda2300,22ba556
16f4c520,fda284c,22b7ea2
16f4ec30,fda2d98,22b57ee
16f51340,fda32e4,22b313b
16f53a50,fda382f,22b0a87
16f56160,fda3d7a,22ae3d3
16f58870,fda42c5,22abd1f
16f5af80,fda480f,22a966b
16f5d690,fda4d59,22a6fb7
16f5fda0,fda52a2,22a4903
16f624b0,fda57eb,22a224f
16f64bc0,fda5d34,229fb9b
16f672d0,fda627c,229d4e7
16f699e0,fda67c4,229ae33
16f6c0f0,fda6d0c,229877f
16f6e800,fda7253,22960ca
16f70f10,fda779a,2293a16
16f73620,fda7ce0,2291362
16f75d30,fda8226,228ecad
16f78440,fda876c,228c5f9
16f7ab50,fda8cb1,2289f44
16f7d260,fda91f6,2287890
16f7f970,fda973b,22851db
16f82080,fda9c7f,2282b26
16f84790,fdaa1c3,2280472
16f86ea0,fdaa707,227ddbd
16f895b0,fdaac4a,227b708
16f8bcc0,fdab18d,2279053
16f8e3d0,fdab6cf,227699e
16f90ae0,fdabc11,22742e9
16f931f0,fdac153,2271c34
16f95900,fdac694,226f57f
16f98010,fdacbd5,226ceca
16f9a720,fdad115,226a815
16f9ce30,fdad656,226815f
16f9f540,fdadb95,2265aaa
16fa1c50,fdae0d5,22633f5
16fa4360,fdae614,2260d3f
16fa6a70,fdaeb53,225e68a
16fa9180,fdaf091,225bfd4
16fab890,fdaf5cf,225991f
16fadfa0,fdafb0d,2257269
16fb06b0,fdb004a,2254bb4
16fb2dc0,fdb0587,22524fe
16fb54d0,fdb0ac3,224fe48
16fb7be0,fdb0fff,224d792
16fba2f0,fdb153b,224b0dc
16fbca00,fdb1a77,2248a27
16fbf110,fdb1fb2,2246371
16fc1820,fdb24ec,2243cbb
16fc3f30,fdb2a27,2241605
16fc6640,fdb2f60,223ef4f
16fc8d50,fdb349a,223c898
16fcb460,fdb39d3,223a1e2
16fcdb70,fdb3f0c,2237b2c
16fd0280,fdb4444,2235476
16fd2990,fdb497c,2232dbf
16fd50a0,fdb4eb4,2230709
16fd77b0,fdb53ec,222e052
16fd9ec0,fdb5922,222b99c
16fdc5d0,fdb5e59,22292e5
16fdece0,fdb638f,2226c2f
16fe13f0,fdb68c5,2224578
16fe3b00,fdb6dfb,2221ec1
16fe6210,fdb7330,221f80b
16fe8920,fdb7864,221d154
16feb030,fdb7d99,221aa9d
16fed740,fdb82cd,22183e6
16fefe50,fdb8801,2215d2f
16ff2560,fdb8d34,2213678
16ff4c70,fdb9267,2210fc1
16ff7380,fdb9799,220e90a
16ff9a90,fdb9ccb,220c253
16ffc1a0,fdba1fd,2209b9c
16ffe8b0,fdba72f,22074e5
17000fc0,fdbac60,2204e2d
170036d0,fdbb190,2202776
17005de0,fdbb6c1,22000bf
170084f0,fdbbbf1,21fda07
1700ac00,fdbc120,21fb350
1700d310,fdbc64f,21f8c98
1700fa20,fdbcb7e,21f65e1
17012130,fdbd0ad,21f3f29
17014840,fdbd5db,21f1871
17016f50,fdbdb09,21ef1ba
17019660,fdbe036,21ecb02
1701bd70,fdbe563,21ea44a
1701e480,fdbea90,21e7d92
17020b90,fdbefbc,21e56da
170232a0,fdbf4e8,21e3022
170259b0,fdbfa13,21e096a
170280c0,fdbff3e,21de2b2
1702a7d0,fdc0469,21dbbfa
1702cee0,fdc0994,21d9542
1702f5f0,fdc0ebe,21d6e89
17031d00,fdc13e7,21d47d1
17034410,fdc1911,21d2119
17036b20,fdc1e39,21cfa61
17039230,fdc2362,21cd3a8
1703b940,fdc288a,21cacf0
1703e050,fdc2db2,21c8637
17040760,fdc32d9,21c5f7f
17042e70,fdc3801,21c38c6
17045580,fdc3d27,21c120d
17047c90,fdc424e,21beb55
1704a3a0,fdc4774,21bc49c
1704cab0,fdc4c99,21b9de3
1704f1c0,fdc51be,21b772a
170518d0,fdc56e3,21b5071
17053fe0,fdc5c08,21b29b8
170566f0,fdc612c,21b02ff
17058e00,fdc6650,21adc46
1705b510,fdc6b73,21ab58d
1705dc20,fdc7096,21a8ed4
17060330,fdc75b9,21a681b
17062a40,fdc7adb,21a4161
17065150,fdc7ffd,21a1aa8
17067860,fdc851f,219f3ef
17069f70,fdc8a40,219cd35
1706c680,fdc8f61,219a67c
1706ed90,fdc9481,2197fc2
170714a0,fdc99a1,2195909
17073bb0,fdc9ec1,219324f
170762c0,fdca3e0,2190b96
170789d0,fdca8ff,218e4dc
1707b0e0,fdcae1e,218be22
1707d7f0,fdcb33c,2189768
1707ff00,fdcb85a,21870af
17082610,fdcbd77,21849f5
17084d20,fdcc294,218233b
17087430,fdcc7b1,217fc81
17089b40,fdccccd,217d5c7
1708c250,fdcd1e9,217af0d
1708e960,fdcd705,2178852
17091070,fdcdc20,2176198
17093780,fdce13b,2173ade
17095e90,fdce656,2171424
170985a0,fdceb70,216ed69
1709acb0,fdcf08a,216c6af
1709d3c0,fdcf5a3,2169ff5
1709fad0,fdcfabc,216793a
170a21e0,fdcffd5,2165280
170a48f0,fdd04ed,2162bc5
170a7000,fdd0a05,216050a
170a9710,fdd0f1d,215de50
170abe20,fdd1434,215b795
170ae530,fdd194b,21590da
170b0c40,fdd1e61,2156a1f
170b3350,fdd2377,2154365
170b5a60,fdd288d,2151caa
170b8170,fdd2da2,214f5ef
170ba880,fdd32b7,214cf34
170bcf90,fdd37cc,214a879
170bf6a0,fdd3ce0,21481bd
170c1db0,fdd41f4,2145b02
170c44c0,fdd4708,2143447
170c6bd0,fdd4c1b,2140d8c
170c92e0,fdd512e,213e6d1
170cb9f0,fdd5640,213c015
170ce100,fdd5b52,213995a
170d0810,fdd6064,213729e
170d2f20,fdd6575,2134be3
170d5630,fdd6a86,2132527
170d7d40,fdd6f96,212fe6c
170da450,fdd74a7,212d7b0
170dcb60,fdd79b6,212b0f4
170df270,fdd7ec6,2128a39
170e1980,fdd83d5,212637d
170e4090,fdd88e4,2123cc1
170e67a0,fdd8df2,2121605
170e8eb0,fdd9300,211ef49
170eb5c0,fdd980e,211c88d
170edcd0,fdd9d1b,211a1d1
170f03e0,fdda228,2117b15
170f2af0,fdda734,2115459
170f5200,fddac40,2112d9d
170f7910,fddb14c,21106e1
170fa020,fddb657,210e024
170fc730,fddbb62,210b968
170fee40,fddc06d,21092ac
17101550,fddc577,2106bef
17103c60,fddca81,2104533
17106370,fddcf8b,2101e76
17108a80,fddd494,20ff7ba
1710b190,fddd99d,20fd0fd
1710d8a0,fdddea5,20faa41
1710ffb0,fdde3ad,20f8384
171126c0,fdde8b5,20f5cc7
17114dd0,fddedbc,20f360a
171174e0,fddf2c3,20f0f4d
17119bf0,fddf7ca,20ee891
1711c300,fddfcd0,20ec1d4
1711ea10,fde01d6,20e9b17
17121120,fde06db,20e745a
17123830,fde0be0,20e4d9d
17125f40,fde10e5,20e26df
17128650,fde15ea,20e0022
1712ad60,fde1aee,20dd965
1712d470,fde1ff1,20db2a8
1712fb80,fde24f4,20d8bea
17132290,fde29f7,20d652d
171349a0,fde2efa,20d3e70
171370b0,fde33fc,20d17b2
171397c0,fde38fe,20cf0f5
1713bed0,fde3dff,20cca37
1713e5e0,fde4300,20ca37a
17140cf0,fde4801,20c7cbc
17143400,fde4d01,20c55fe
17145b10,fde5201,20c2f40
17148220,fde5701,20c0883
1714a930,fde5c00,20be1c5
1714d040,fde60ff,20bbb07
1714f750,fde65fd,20b9449
17151e60,fde6afb,20b6d8b
17154570,fde6ff9,20b46cd
17156c80,fde74f6,20b200f
17159390,fde79f3,20af951
1715baa0,fde7ef0,20ad293
1715e1b0,fde83ec,20aabd4
171608c0,fde88e8,20a8516
17162fd0,fde8de3,20a5e58
171656e0,fde92df,20a3799
17167df0,fde97d9,20a10db
1716a500,fde9cd4,209ea1c
1716cc10,fdea1ce,209c35e
1716f320,fdea6c7,2099c9f
17171a30,fdeabc1,20975e1
17174140,fdeb0ba,2094f22
17176850,fdeb5b2,2092863
17178f60,fdebaaa,20901a5
1717b670,fdebfa2,208dae6
1717dd80,fdec49a,208b427
17180490,fdec991,2088d68
17182ba0,fdece87,20866a9
171852b0,fded37e,2083fea
171879c0,fded874,208192b
1718a0d0,fdedd69,207f26c
1718c7e0,fdee25e,207cbad
1718eef0,fdee753,207a4ee
17191600,fdeec48,2077e2f
17193d10,fdef13c,207576f
17196420,fdef630,20730b0
17198b30,fdefb23,20709f1
1719b240,fdf0016,206e331
1719d950,fdf0509,206bc72
171a0060,fdf09fb,20695b2
171a2770,fdf0eed,2066ef3
171a4e80,fdf13de,2064833
171a7590,fdf18cf,2062173
171a9ca0,fdf1dc0,205fab4
171ac3b0,fdf22b1,205d3f4
171aeac0,fdf27a1,205ad34
171b11d0,fdf2c90,2058674
171b38e0,fdf3180,2055fb4
171b5ff0,fdf366f,20538f5
171b8700,fdf3b5d,2051235
171bae10,fdf404b,204eb75
171bd520,fdf4539,204c4b4
171bfc30,fdf4a27,2049df4
171c2340,fdf4f14,2047734
171c4a50,fdf5400,2045074
171c7160,fdf58ed,20429b4
171c9870,fdf5dd9,20402f3
171cbf80,fdf62c4,203dc33
171ce690,fdf67b0,203b573
171d0da0,fdf6c9a,2038eb2
171d34b0,fdf7185,20367f2
171d5bc0,fdf766f,2034131
171d82d0,fdf7b59,2031a71
171da9e0,fdf8042,202f3b0
171dd0f0,fdf852b,202ccef
171df800,fdf8a14,202a62f
171e1f10,fdf8efc,2027f6e
171e4620,fdf93e4,20258ad
171e6d30,fdf98cc,20231ec
171e9440,fdf9db3,2020b2b
171ebb50,fdfa29a,201e46a
171ee260,fdfa780,201bda9
171f0970,fdfac66,20196e8
171f3080,fdfb14c,2017027
171f5790,fdfb631,2014966
171f7ea0,fdfbb16,20122a5
171fa5b0,fdfbffb,200fbe4
171fccc0,fdfc4df,200d522
171ff3d0,fdfc9c3,200ae61
17201ae0,fdfcea6,200879f
172041f0,fdfd389,20060de
17206900,fdfd86c,2003a1d
17209010,fdfdd4e,200135b
1720b720,fdfe230,1ffec9a
1720de30,fdfe712,1ffc5d8
17210540,fdfebf3,1ff9f16
17212c50,fdff0d4,1ff7855
17215360,fdff5b5,1ff5193
17217a70,fdffa95,1ff2ad1
1721a180,fdfff75,1ff040f
1721c890,fe00454,1fedd4d
1721efa0,fe00933,1feb68b
172216b0,fe00e12,1fe8fc9
17223dc0,fe012f0,1fe6907
172264d0,fe017ce,1fe4245
17228be0,fe01cac,1fe1b83
1722b2f0,fe02189,1fdf4c1
1722da00,fe02666,1fdcdff
17230110,fe02b42,1fda73c
17232820,fe0301e,1fd807a
17234f30,fe034fa,1fd59b8
17237640,fe039d5,1fd32f5
17239d50,fe03eb0,1fd0c33
1723c460,fe0438b,1fce570
1723eb70,fe04865,1fcbeae
17241280,fe04d3f,1fc97eb
17243990,fe05218,1fc7129
172460a0,fe056f2,1fc4a66
172487b0,fe05bca,1fc23a3
1724aec0,fe060a3,1fbfce0
1724d5d0,fe0657b,1fbd61e
1724fce0,fe06a52,1fbaf5b
172523f0,fe06f2a,1fb8898
17254b00,fe07401,1fb61d5
17257210,fe078d7,1fb3b12
17259920,fe07dad,1fb144f
1725c030,fe08283,1faed8c
1725e740,fe08759,1fac6c9
17260e50,fe08c2e,1faa005
17263560,fe09102,1fa7942
17265c70,fe095d7,1fa527f
17268380,fe09aab,1fa2bbc
1726aa90,fe09f7e,1fa04f8
1726d1a0,fe0a451,1f9de35
1726f8b0,fe0a924,1f9b771
17271fc0,fe0adf7,1f990ae
172746d0,fe0b2c9,1f969ea
17276de0,fe0b79b,1f94327
172794f0,fe0bc6c,1f91c63
1727bc00,fe0c13d,1f8f59f
1727e310,fe0c60e,1f8cedc
17280a20,fe0cade,1f8a818
17283130,fe0cfae,1f88154
17285840,fe0d47d,1f85a90
17287f50,fe0d94c,1f833cc
1728a660,fe0de1b,1f80d08
1728cd70,fe0e2ea,1f7e644
1728f480,fe0e7b8,1f7bf80
17291b90,fe0ec85,1f798bc
172942a0,fe0f153,1f771f8
172969b0,fe0f61f,1f74b34
172990c0,fe0faec,1f7246f
1729b7d0,fe0ffb8,1f6fdab
1729dee0,fe10484,1f6d6e7
172a05f0,fe1094f,1f6b022
172a2d00,fe10e1b,1f6895e
172a5410,fe112e5,1f66299
172a7b20,fe117b0,1f63bd5
172aa230,fe11c7a,1f61510
172ac940,fe12143,1f5ee4c
172af050,fe1260c,1f5c787
172b1760,fe12ad5,1f5a0c2
172b3e70,fe12f9e,1f579fe
172b6580,fe13466,1f55339
172b8c90,fe1392e,1f52c74
172bb3a0,fe13df5,1f505af
172bdab0,fe142bc,1f4deea
172c01c0,fe14783,1f4b825
172c28d0,fe14c49,1f49160
172c4fe0,fe1510f,1f46a9b
172c76f0,fe155d4,1f443d6
172c9e00,fe15a9a,1f41d11
172cc510,fe15f5e,1f3f64c
172cec20,fe16423,1f3cf86
172d1330,fe168e7,1f3a8c1
172d3a40,fe16dab,1f381fc
172d6150,fe1726e,1f35b36
172d8860,fe17731,1f33471
172daf70,fe17bf3,1f30dac
172dd680,fe180b6,1f2e6e6
172dfd90,fe18577,1f2c020
172e24a0,fe18a39,1f2995b
172e4bb0,fe18efa,1f27295
172e72c0,fe193bb,1f24bcf
172e99d0,fe1987b,1f2250a
172ec0e0,fe19d3b,1f1fe44
172ee7f0,fe1a1fb,1f1d77e
172f0f00,fe1a6ba,1f1b0b8
172f3610,fe1ab79,1f189f2
172f5d20,fe1b037,1f1632c
172f8430,fe1b4f5,1f13c66
172fab40,fe1b9b3,1f115a0
172fd250,fe1be71,1f0eeda
172ff960,fe1c32e,1f0c814
17302070,fe1c7ea,1f0a14e
17304780,fe1cca7,1f07a87
17306e90,fe1d163,1f053c1
173095a0,fe1d61e,1f02cfb
1730bcb0,fe1dad9,1f00634
1730e3c0,fe1df94,1efdf6e
17310ad0,fe1e44f,1efb8a8
173131e0,fe1e909,1ef91e1
173158f0,fe1edc2,1ef6b1b
17318000,fe1f27c,1ef4454
1731a710,fe1f735,1ef1d8d
1731ce20,fe1fbed,1eef6c7
1731f530,fe200a5,1eed000
17321c40,fe2055d,1eea939
17324350,fe20a15,1ee8272
17326a60,fe20ecc,1ee5bab
17329170,fe21383,1ee34e4
1732b880,fe21839,1ee0e1d
1732df90,fe21cef,1ede756
173306a0,fe221a5,1edc08f
17332db0,fe2265a,1ed99c8
173354c0,fe22b0f,1ed7301
17337bd0,fe22fc3,1ed4c3a
1733a2e0,fe23477,1ed2573
1733c9f0,fe2392b,1ecfeab
1733f100,fe23ddf,1ecd7e4
17341810,fe24292,1ecb11d
17343f20,fe24744,1ec8a55
17346630,fe24bf7,1ec638e
17348d40,fe250a9,1ec3cc6
1734b450,fe2555a,1ec15ff
1734db60,fe25a0b,1ebef37
17350270,fe25ebc,1ebc870
17352980,fe2636d,1eba1a8
17355090,fe2681d,1eb7ae0
173577a0,fe26ccc,1eb5418
17359eb0,fe2717c,1eb2d51
1735c5c0,fe2762b,1eb0689
1735ecd0,fe27ad9,1eadfc1
173613e0,fe27f88,1eab8f9
17363af0,fe28436,1ea9231
17366200,fe288e3,1ea6b69
17368910,fe28d90,1ea44a1
1736b020,fe2923d,1ea1dd9
1736d730,fe296e9,1e9f710
1736fe40,fe29b95,1e9d048
17372550,fe2a041,1e9a980
17374c60,fe2a4ec,1e982b8
17377370,fe2a997,1e95bef
17379a80,fe2ae42,1e93527
1737c190,fe2b2ec,1e90e5e
1737e8a0,fe2b796,1e8e796
17380fb0,fe2bc3f,1e8c0cd
173836c0,fe2c0e8,1e89a05
17385dd0,fe2c591,1e8733c
173884e0,fe2ca39,1e84c74
1738abf0,fe2cee1,1e825ab
1738d300,fe2d389,1e7fee2
1738fa10,fe2d830,1e7d819
17392120,fe2dcd7,1e7b150
17394830,fe2e17d,1e78a88
17396f40,fe2e623,1e763bf
17399650,fe2eac9,1e73cf6
1739bd60,fe2ef6e,1e7162d
1739e470,fe2f413,1e6ef64
173a0b80,fe2f8b8,1e6c89a
173a3290,fe2fd5c,1e6a1d1
173a59a0,fe30200,1e67b08
173a80b0,fe306a4,1e6543f
173aa7c0,fe30b47,1e62d76
173aced0,fe30fea,1e606ac
173af5e0,fe3148c,1e5dfe3
173b1cf0,fe3192e,1e5b919
173b4400,fe31dd0,1e59250
173b6b10,fe32271,1e56b86
173b9220,fe32712,1e544bd
173bb930,fe32bb2,1e51df3
173be040,fe33053,1e4f72a
173c0750,fe334f2,1e4d060
173c2e60,fe33992,1e4a996
173c5570,fe33e31,1e482cd
173c7c80,fe342d0,1e45c03
173ca390,fe3476e,1e43539
173ccaa0,fe34c0c,1e40e6f
173cf1b0,fe350aa,1e3e7a5
173d18c0,fe35547,1e3c0db
173d3fd0,fe359e4,1e39a11
173d66e0,fe35e80,1e37347
173d8df0,fe3631c,1e34c7d
173db500,fe367b8,1e325b3
173ddc10,fe36c53,1e2fee8
173e0320,fe370ee,1e2d81e
173e2a30,fe37589,1e2b154
173e5140,fe37a23,1e28a8a
173e7850,fe37ebd,1e263bf
173e9f60,fe38357,1e23cf5
173ec670,fe387f0,1e2162a
173eed80,fe38c89,1e1ef60
173f1490,fe39121,1e1c895
173f3ba0,fe395b9,1e1a1cb
173f62b0,fe39a51,1e17b00
173f89c0,fe39ee8,1e15435
173fb0d0,fe3a37f,1e12d6a
173fd7e0,fe3a816,1e106a0
173ffef0,fe3acac,1e0dfd5
17402600,fe3b142,1e0b90a
17404d10,fe3b5d7,1e0923f
17407420,fe3ba6c,1e06b74
17409b30,fe3bf01,1e044a9
1740c240,fe3c395,1e01dde
1740e950,fe3c829,1dff713
17411060,fe3ccbd,1dfd048
17413770,fe3d150,1dfa97d
17415e80,fe3d5e3,1df82b1
17418590,fe3da75,1df5be6
1741aca0,fe3df07,1df351b
1741d3b0,fe3e399,1df0e50
1741fac0,fe3e82b,1dee784
174221d0,fe3ecbc,1dec0b9
174248e0,fe3f14c,1de99ed
17426ff0,fe3f5dd,1de7322
17429700,fe3fa6c,1de4c56
1742be10,fe3fefc,1de258b
1742e520,fe4038b,1ddfebf
17430c30,fe4081a,1ddd7f3
17433340,fe40ca8,1ddb127
17435a50,fe41136,1dd8a5c
17438160,fe415c4,1dd6390
1743a870,fe41a51,1dd3cc4
1743cf80,fe41ede,1dd15f8
1743f690,fe4236b,1dcef2c
17441da0,fe427f7,1dcc860
174444b0,fe42c83,1dca194
17446bc0,fe4310e,1dc7ac8
174492d0,fe4359a,1dc53fc
1744b9e0,fe43a24,1dc2d30
1744e0f0,fe43eaf,1dc0663
17450800,fe44339,1dbdf97
17452f10,fe447c2,1dbb8cb
17455620,fe44c4b,1db91ff
17457d30,fe450d4,1db6b32
1745a440,fe4555d,1db4466
1745cb50,fe459e5,1db1d99
1745f260,fe45e6d,1daf6cd
17461970,fe462f4,1dad000
17464080,fe4677b,1daa934
17466790,fe46c02,1da8267
17468ea0,fe47088,1da5b9a
1746b5b0,fe4750e,1da34cd
1746dcc0,fe47994,1da0e01
174703d0,fe47e19,1d9e734
17472ae0,fe4829e,1d9c067
174751f0,fe48722,1d9999a
17477900,fe48ba6,1d972cd
1747a010,fe4902a,1d94c00
1747c720,fe494ad,1d92533
1747ee30,fe49930,1d8fe66
17481540,fe49db3,1d8d799
17483c50,fe4a235,1d8b0cc
17486360,fe4a6b7,1d889ff
17488a70,fe4ab38,1d86331
1748b180,fe4afb9,1d83c64
1748d890,fe4b43a,1d81597
1748ffa0,fe4b8ba,1d7eec9
174926b0,fe4bd3a,1d7c7fc
17494dc0,fe4c1ba,1d7a12e
174974d0,fe4c639,1d77a61
17499be0,fe4cab8,1d75393
1749c2f0,fe4cf37,1d72cc6
1749ea00,fe4d3b5,1d705f8
174a1110,fe4d833,1d6df2a
174a3820,fe4dcb0,1d6b85d
174a5f30,fe4e12d,1d6918f
174a8640,fe4e5aa,1d66ac1
174aad50,fe4ea26,1d643f3
174ad460,fe4eea2,1d61d25
174afb70,fe4f31d,1d5f657
174b2280,fe4f799,1d5cf89
174b4990,fe4fc13,1d5a8bb
174b70a0,fe5008e,1d581ed
174b97b0,fe50508,1d55b1f
174bbec0,fe50982,1d53451
174be5d0,fe50dfb,1d50d83
174c0ce0,fe51274,1d4e6b5
174c33f0,fe516ec,1d4bfe6
174c5b00,fe51b65,1d49918
174c8210,fe51fdd,1d4724a
174ca920,fe52454,1d44b7b
174cd030,fe528cb,1d424ad
174cf740,fe52d42,1d3fdde
174d1e50,fe531b8,1d3d710
174d4560,fe5362e,1d3b041
174d6c70,fe53aa4,1d38973
174d9380,fe53f19,1d362a4
174dba90,fe5438e,1d33bd5
174de1a0,fe54803,1d31507
174e08b0,fe54c77,1d2ee38
174e2fc0,fe550eb,1d2c769
174e56d0,fe5555e,1d2a09a
174e7de0,fe559d1,1d279cb
174ea4f0,fe55e44,1d252fc
174ecc00,fe562b6,1d22c2d
174ef310,fe56728,1d2055e
174f1a20,fe56b99,1d1de8f
174f4130,fe5700b,1d1b7c0
174f6840,fe5747b,1d190f1
174f8f50,fe578ec,1d16a21
174fb660,fe57d5c,1d14352
174fdd70,fe581cc,1d11c83
17500480,fe5863b,1d0f5b4
17502b90,fe58aaa,1d0cee4
175052a0,fe58f19,1d0a815
175079b0,fe59387,1d08145
1750a0c0,fe597f5,1d05a76
1750c7d0,fe59c62,1d033a6
1750eee0,fe5a0cf,1d00cd7
175115f0,fe5a53c,1cfe607
17513d00,fe5a9a8,1cfbf37
17516410,fe5ae14,1cf9868
17518b20,fe5b280,1cf7198
1751b230,fe5b6eb,1cf4ac8
1751d940,fe5bb56,1cf23f8
17520050,fe5bfc1,1cefd28
17522760,fe5c42b,1ced658
17524e70,fe5c895,1ceaf88
17527580,fe5ccfe,1ce88b8
17529c90,fe5d167,1ce61e8
1752c3a0,fe5d5d0,1ce3b18
1752eab0,fe5da38,1ce1448
175311c0,fe5dea0,1cded78
175338d0,fe5e308,1cdc6a8
17535fe0,fe5e76f,1cd9fd7
175386f0,fe5ebd6,1cd7907
1753ae00,fe5f03c,1cd5237
1753d510,fe5f4a2,1cd2b66
1753fc20,fe5f908,1cd0496
17542330,fe5fd6d,1ccddc5
17544a40,fe601d2,1ccb6f5
17547150,fe60637,1cc9024
17549860,fe60a9b,1cc6954
1754bf70,fe60eff,1cc4283
1754e680,fe61363,1cc1bb2
17550d90,fe617c6,1cbf4e2
175534a0,fe61c28,1cbce11
17555bb0,fe6208b,1cba740
175582c0,fe624ed,1cb806f
1755a9d0,fe6294e,1cb599e
1755d0e0,fe62db0,1cb32cd
1755f7f0,fe63211,1cb0bfc
17561f00,fe63671,1cae52b
17564610,fe63ad1,1cabe5a
17566d20,fe63f31,1ca9789
17569430,fe64391,1ca70b8
1756bb40,fe647f0,1ca49e7
1756e250,fe64c4e,1ca2316
17570960,fe650ad,1c9fc44
17573070,fe6550b,1c9d573
17575780,fe65968,1c9aea2
17577e90,fe65dc5,1c987d0
1757a5a0,fe66222,1c960ff
1757ccb0,fe6667f,1c93a2d
1757f3c0,fe66adb,1c9135c
17581ad0,fe66f36,1c8ec8a
175841e0,fe67392,1c8c5b9
175868f0,fe677ed,1c89ee7
17589000,fe67c47,1c87815
1758b710,fe680a2,1c85144
1758de20,fe684fb,1c82a72
17590530,fe68955,1c803a0
17592c40,fe68dae,1c7dcce
17595350,fe69207,1c7b5fc
17597a60,fe6965f,1c78f2a
1759a170,fe69ab7,1c76858
1759c880,fe69f0f,1c74186
1759ef90,fe6a366,1c71ab4
175a16a0,fe6a7bd,1c6f3e2
175a3db0,fe6ac14,1c6cd10
175a64c0,fe6b06a,1c6a63e
175a8bd0,fe6b4c0,1c67f6c
