angle,sin,cos
175ab2e0,fe6b915,1c65899
175ad9f0,fe6bd6a,1c631c7
175b0100,fe6c1bf,1c60af5
175b2810,fe6c613,1c5e422
175b4f20,fe6ca67,1c5bd50
175b7630,fe6cebb,1c5967d
175b9d40,fe6d30e,1c56fab
175bc450,fe6d761,1c548d8
175beb60,fe6dbb3,1c52206
175c1270,fe6e005,1c4fb33
175c3980,fe6e457,1c4d460
175c6090,fe6e8a8,1c4ad8e
175c87a0,fe6ecf9,1c486bb
175caeb0,fe6f14a,1c45fe8
175cd5c0,fe6f59a,1c43915
175cfcd0,fe6f9ea,1c41242
175d23e0,fe6fe3a,1c3eb70
175d4af0,fe70289,1c3c49d
175d7200,fe706d7,1c39dca
175d9910,fe70b26,1c376f7
175dc020,fe70f74,1c35023
175de730,fe713c2,1c32950
175e0e40,fe7180f,1c3027d
175e3550,fe71c5c,1c2dbaa
175e5c60,fe720a8,1c2b4d7
175e8370,fe724f4,1c28e03
175eaa80,fe72940,1c26730
175ed190,fe72d8c,1c2405d
175ef8a0,fe731d7,1c21989
175f1fb0,fe73621,1c1f2b6
175f46c0,fe73a6c,1c1cbe2
175f6dd0,fe73eb6,1c1a50f
175f94e0,fe742ff,1c17e3b
175fbbf0,fe74748,1c15767
175fe300,fe74b91,1c13094
17600a10,fe74fda,1c109c0
17603120,fe75422,1c0e2ec
17605830,fe7586a,1c0bc19
17607f40,fe75cb1,1c09545
1760a650,fe760f8,1c06e71
1760cd60,fe7653f,1c0479d
1760f470,fe76985,1c020c9
17611b80,fe76dcb,1bff9f5
17614290,fe77210,1bfd321
176169a0,fe77655,1bfac4d
176190b0,fe77a9a,1bf8579
1761b7c0,fe77edf,1bf5ea5
1761ded0,fe78323,1bf37d0
176205e0,fe78766,1bf10fc
17622cf0,fe78ba9,1beea28
17625400,fe78fec,1bec354
17627b10,fe7942f,1be9c7f
1762a220,fe79871,1be75ab
1762c930,fe79cb3,1be4ed6
1762f040,fe7a0f4,1be2802
17631750,fe7a535,1be012d
17633e60,fe7a976,1bdda59
17636570,fe7adb6,1bdb384
17638c80,fe7b1f6,1bd8cb0
1763b390,fe7b636,1bd65db
1763daa0,fe7ba75,1bd3f06
176401b0,fe7beb4,1bd1831
176428c0,fe7c2f3,1bcf15d
17644fd0,fe7c731,1bcca88
176476e0,fe7cb6e,1bca3b3
17649df0,fe7cfac,1bc7cde
1764c500,fe7d3e9,1bc5609
1764ec10,fe7d825,1bc2f34
17651320,fe7dc62,1bc085f
17653a30,fe7e09d,1bbe18a
17656140,fe7e4d9,1bbbab5
17658850,fe7e914,1bb93e0
1765af60,fe7ed4f,1bb6d0a
1765d670,fe7f189,1bb4635
1765fd80,fe7f5c3,1bb1f60
17662490,fe7f9fd,1baf88b
17664ba0,fe7fe36,1bad1b5
176672b0,fe8026f,1baaae0
176699c0,fe806a8,1ba840a
1766c0d0,fe80ae0,1ba5d35
1766e7e0,fe80f18,1ba365f
17670ef0,fe8134f,1ba0f8a
17673600,fe81786,1b9e8b4
17675d10,fe81bbd,1b9c1de
17678420,fe81ff3,1b99b09
1767ab30,fe82429,1b97433
1767d240,fe8285f,1b94d5d
1767f950,fe82c94,1b92687
17682060,fe830c9,1b8ffb2
17684770,fe834fd,1b8d8dc
17686e80,fe83931,1b8b206
17689590,fe83d65,1b88b30
1768bca0,fe84198,1b8645a
1768e3b0,fe845cb,1b83d84
17690ac0,fe849fe,1b816ae
176931d0,fe84e30,1b7efd8
176958e0,fe85262,1b7c901
17697ff0,fe85694,1b7a22b
1769a700,fe85ac5,1b77b55
1769ce10,fe85ef6,1b7547f
1769f520,fe86326,1b72da8
176a1c30,fe86756,1b706d2
176a4340,fe86b86,1b6dffb
176a6a50,fe86fb5,1b6b925
176a9160,fe873e4,1b6924f
176ab870,fe87812,1b66b78
176adf80,fe87c41,1b644a1
176b0690,fe8806e,1b61dcb
176b2da0,fe8849c,1b5f6f4
176b54b0,fe888c9,1b5d01d
176b7bc0,fe88cf6,1b5a947
176ba2d0,fe89122,1b58270
176bc9e0,fe8954e,1b55b99
176bf0f0,fe89979,1b534c2
176c1800,fe89da5,1b50deb
176c3f10,fe8a1d0,1b4e715
176c6620,fe8a5fa,1b4c03e
176c8d30,fe8aa24,1b49967
176cb440,fe8ae4e,1b4728f
176cdb50,fe8b277,1b44bb8
176d0260,fe8b6a0,1b424e1
176d2970,fe8bac9,1b3fe0a
176d5080,fe8bef1,1b3d733
176d7790,fe8c319,1b3b05c
176d9ea0,fe8c740,1b38984
176dc5b0,fe8cb68,1b362ad
176decc0,fe8cf8e,1b33bd6
176e13d0,fe8d3b5,1b314fe
176e3ae0,fe8d7db,1b2ee27
176e61f0,fe8dc00,1b2c74f
176e8900,fe8e026,1b2a078
176eb010,fe8e44b,1b279a0
176ed720,fe8e86f,1b252c9
176efe30,fe8ec93,1b22bf1
176f2540,fe8f0b7,1b20519
176f4c50,fe8f4db,1b1de42
176f7360,fe8f8fe,1b1b76a
176f9a70,fe8fd20,1b19092
176fc180,fe90143,1b169ba
176fe890,fe90565,1b142e2
17700fa0,fe90986,1b11c0a
177036b0,fe90da7,1b0f532
17705dc0,fe911c8,1b0ce5a
177084d0,fe915e9,1b0a782
1770abe0,fe91a09,1b080aa
1770d2f0,fe91e29,1b059d2
1770fa00,fe92248,1b032fa
17712110,fe92667,1b00c22
17714820,fe92a86,1afe54a
17716f30,fe92ea4,1afbe71
17719640,fe932c2,1af9799
1771bd50,fe936df,1af70c1
1771e460,fe93afc,1af49e8
17720b70,fe93f19,1af2310
17723280,fe94335,1aefc37
17725990,fe94751,1aed55f
177280a0,fe94b6d,1aeae86
1772a7b0,fe94f88,1ae87ae
1772cec0,fe953a3,1ae60d5
1772f5d0,fe957be,1ae39fc
17731ce0,fe95bd8,1ae1324
177343f0,fe95ff2,1adec4b
17736b00,fe9640b,1adc572
17739210,fe96824,1ad9e99
1773b920,fe96c3d,1ad77c1
1773e030,fe97055,1ad50e8
17740740,fe9746d,1ad2a0f
17742e50,fe97885,1ad0336
17745560,fe97c9c,1acdc5d
17747c70,fe980b3,1acb584
1774a380,fe984c9,1ac8eab
1774ca90,fe988df,1ac67d1
1774f1a0,fe98cf5,1ac40f8
177518b0,fe9910b,1ac1a1f
17753fc0,fe99520,1abf346
177566d0,fe99934,1abcc6d
17758de0,fe99d48,1aba593
1775b4f0,fe9a15c,1ab7eba
1775dc00,fe9a570,1ab57e0
17760310,fe9a983,1ab3107
17762a20,fe9ad96,1ab0a2d
17765130,fe9b1a8,1aae354
17767840,fe9b5ba,1aabc7a
17769f50,fe9b9cc,1aa95a1
1776c660,fe9bddd,1aa6ec7
1776ed70,fe9c1ee,1aa47ed
17771480,fe9c5fe,1aa2114
17773b90,fe9ca0f,1a9fa3a
177762a0,fe9ce1e,1a9d360
177789b0,fe9d22e,1a9ac86
1777b0c0,fe9d63d,1a985ad
1777d7d0,fe9da4c,1a95ed3
1777fee0,fe9de5a,1a937f9
177825f0,fe9e268,1a9111f
17784d00,fe9e675,1a8ea45
17787410,fe9ea83,1a8c36b
17789b20,fe9ee8f,1a89c90
1778c230,fe9f29c,1a875b6
1778e940,fe9f6a8,1a84edc
17791050,fe9fab4,1a82802
17793760,fe9febf,1a80128
17795e70,fea02ca,1a7da4d
17798580,fea06d5,1a7b373
1779ac90,fea0adf,1a78c99
1779d3a0,fea0ee9,1a765be
1779fab0,fea12f2,1a73ee4
177a21c0,fea16fb,1a71809
177a48d0,fea1b04,1a6f12f
177a6fe0,fea1f0d,1a6ca54
177a96f0,fea2315,1a6a37a
177abe00,fea271c,1a67c9f
177ae510,fea2b24,1a655c4
177b0c20,fea2f2a,1a62eea
177b3330,fea3331,1a6080f
177b5a40,fea3737,1a5e134
177b8150,fea3b3d,1a5ba59
177ba860,fea3f42,1a5937e
177bcf70,fea4347,1a56ca3
177bf680,fea474c,1a545c8
177c1d90,fea4b50,1a51eed
177c44a0,fea4f54,1a4f812
177c6bb0,fea5358,1a4d137
177c92c0,fea575b,1a4aa5c
177cb9d0,fea5b5e,1a48381
177ce0e0,fea5f60,1a45ca6
177d07f0,fea6363,1a435cb
177d2f00,fea6764,1a40eef
177d5610,fea6b66,1a3e814
177d7d20,fea6f67,1a3c139
177da430,fea7367,1a39a5d
177dcb40,fea7767,1a37382
177df250,fea7b67,1a34ca7
177e1960,fea7f67,1a325cb
177e4070,fea8366,1a2fef0
177e6780,fea8765,1a2d814
177e8e90,fea8b63,1a2b138
177eb5a0,fea8f61,1a28a5d
177edcb0,fea935f,1a26381
177f03c0,fea975c,1a23ca5
177f2ad0,fea9b59,1a215ca
177f51e0,fea9f55,1a1eeee
177f78f0,feaa352,1a1c812
177fa000,feaa74d,1a1a136
177fc710,feaab49,1a17a5a
177fee20,feaaf44,1a1537e
17801530,feab33e,1a12ca2
17803c40,feab739,1a105c6
17806350,feabb33,1a0deea
17808a60,feabf2c,1a0b80e
1780b170,feac325,1a09132
1780d880,feac71e,1a06a56
1780ff90,feacb17,1a0437a
178126a0,feacf0f,1a01c9d
17814db0,fead307,19ff5c1
178174c0,fead6fe,19fcee5
17819bd0,feadaf5,19fa808
1781c2e0,feadeeb,19f812c
1781e9f0,feae2e2,19f5a50
17821100,feae6d8,19f3373
17823810,feaeacd,19f0c97
17825f20,feaeec2,19ee5ba
17828630,feaf2b7,19ebede
1782ad40,feaf6ab,19e9801
1782d450,feafa9f,19e7124
1782fb60,feafe93,19e4a48
17832270,feb0286,19e236b
17834980,feb0679,19dfc8e
17837090,feb0a6c,19dd5b1
178397a0,feb0e5e,19daed4
1783beb0,feb1250,19d87f8
1783e5c0,feb1641,19d611b
17840cd0,feb1a32,19d3a3e
178433e0,feb1e23,19d1361
17845af0,feb2213,19cec84
17848200,feb2603,19cc5a7
1784a910,feb29f2,19c9ec9
1784d020,feb2de2,19c77ec
1784f730,feb31d0,19c510f
17851e40,feb35bf,19c2a32
17854550,feb39ad,19c0355
17856c60,feb3d9b,19bdc77
17859370,feb4188,19bb59a
1785ba80,feb4575,19b8ebd
1785e190,feb4962,19b67df
178608a0,feb4d4e,19b4102
17862fb0,feb513a,19b1a24
178656c0,feb5525,19af347
17867dd0,feb5910,19acc69
1786a4e0,feb5cfb,19aa58c
1786cbf0,feb60e5,19a7eae
1786f300,feb64cf,19a57d0
17871a10,feb68b9,19a30f3
17874120,feb6ca2,19a0a15
17876830,feb708b,199e337
17878f40,feb7474,199bc59
1787b650,feb785c,199957b
1787dd60,feb7c44,1996e9d
17880470,feb802b,19947bf
17882b80,feb8412,19920e1
17885290,feb87f9,198fa03
178879a0,feb8bdf,198d325
1788a0b0,feb8fc5,198ac47
1788c7c0,feb93aa,1988569
1788eed0,feb9790,1985e8b
178915e0,feb9b74,19837ad
17893cf0,feb9f59,19810cf
17896400,feba33d,197e9f0
17898b10,feba721,197c312
1789b220,febab04,1979c34
1789d930,febaee7,1977555
178a0040,febb2ca,1974e77
178a2750,febb6ac,1972798
178a4e60,febba8e,19700ba
178a7570,febbe6f,196d9db
178a9c80,febc250,196b2fd
178ac390,febc631,1968c1e
178aeaa0,febca11,1966540
178b11b0,febcdf1,1963e61
178b38c0,febd1d1,1961782
178b5fd0,febd5b0,195f0a4
178b86e0,febd98f,195c9c5
178badf0,febdd6d,195a2e6
178bd500,febe14c,1957c07
178bfc10,febe529,1955528
178c2320,febe907,1952e49
178c4a30,febece4,195076a
178c7140,febf0c0,194e08b
178c9850,febf49d,194b9ac
178cbf60,febf879,19492cd
178ce670,febfc54,1946bee
178d0d80,fec002f,194450f
178d3490,fec040a,1941e30
178d5ba0,fec07e5,193f750
178d82b0,fec0bbf,193d071
178da9c0,fec0f98,193a992
178dd0d0,fec1372,19382b3
178df7e0,fec174b,1935bd3
178e1ef0,fec1b23,19334f4
178e4600,fec1efb,1930e14
178e6d10,fec22d3,192e735
178e9420,fec26ab,192c055
178ebb30,fec2a82,1929976
178ee240,fec2e59,1927296
178f0950,fec322f,1924bb6
178f3060,fec3605,19224d7
178f5770,fec39da,191fdf7
178f7e80,fec3db0,191d717
178fa590,fec4185,191b038
178fcca0,fec4559,1918958
178ff3b0,fec492d,1916278
17901ac0,fec4d01,1913b98
179041d0,fec50d4,19114b8
179068e0,fec54a7,190edd8
17908ff0,fec587a,190c6f8
1790b700,fec5c4c,190a018
1790de10,fec601e,1907938
17910520,fec63f0,1905258
17912c30,fec67c1,1902b78
17915340,fec6b92,1900498
17917a50,fec6f62,18fddb7
1791a160,fec7332,18fb6d7
1791c870,fec7702,18f8ff7
1791ef80,fec7ad1,18f6917
17921690,fec7ea0,18f4236
17923da0,fec826f,18f1b56
179264b0,fec863d,18ef475
17928bc0,fec8a0b,18ecd95
1792b2d0,fec8dd8,18ea6b4
1792d9e0,fec91a5,18e7fd4
179300f0,fec9572,18e58f3
17932800,fec993e,18e3213
17934f10,fec9d0a,18e0b32
17937620,feca0d6,18de451
17939d30,feca4a1,18dbd71
1793c440,feca86c,18d9690
1793eb50,fecac36,18d6faf
17941260,fecb001,18d48ce
17943970,fecb3ca,18d21ed
17946080,fecb794,18cfb0c
17948790,fecbb5d,18cd42b
1794aea0,fecbf25,18cad4a
1794d5b0,fecc2ee,18c8669
1794fcc0,fecc6b5,18c5f88
179523d0,fecca7d,18c38a7
17954ae0,fecce44,18c11c6
179571f0,fecd20b,18beae5
17959900,fecd5d1,18bc404
1795c010,fecd997,18b9d23
1795e720,fecdd5d,18b7641
17960e30,fece122,18b4f60
17963540,fece4e7,18b287f
17965c50,fece8ac,18b019d
17968360,fecec70,18adabc
1796aa70,fecf034,18ab3db
1796d180,fecf3f7,18a8cf9
1796f890,fecf7ba,18a6618
17971fa0,fecfb7d,18a3f36
179746b0,fecff3f,18a1854
17976dc0,fed0301,189f173
179794d0,fed06c3,189ca91
1797bbe0,fed0a84,189a3af
1797e2f0,fed0e45,1897cce
17980a00,fed1205,18955ec
17983110,fed15c6,1892f0a
17985820,fed1985,1890828
17987f30,fed1d45,188e146
1798a640,fed2104,188ba64
1798cd50,fed24c2,1889383
1798f460,fed2881,1886ca1
17991b70,fed2c3e,18845bf
17994280,fed2ffc,1881edc
17996990,fed33b9,187f7fa
179990a0,fed3776,187d118
1799b7b0,fed3b32,187aa36
1799dec0,fed3eee,1878354
179a05d0,fed42aa,1875c72
179a2ce0,fed4665,187358f
179a53f0,fed4a20,1870ead
179a7b00,fed4ddb,186e7cb
179aa210,fed5195,186c0e8
179ac920,fed554f,1869a06
179af030,fed5908,1867324
179b1740,fed5cc1,1864c41
179b3e50,fed607a,186255f
179b6560,fed6432,185fe7c
179b8c70,fed67ea,185d799
179bb380,fed6ba2,185b0b7
179bda90,fed6f59,18589d4
179c01a0,fed7310,18562f1
179c28b0,fed76c6,1853c0f
179c4fc0,fed7a7c,185152c
179c76d0,fed7e32,184ee49
179c9de0,fed81e7,184c766
179cc4f0,fed859c,184a083
179cec00,fed8951,18479a1
179d1310,fed8d05,18452be
179d3a20,fed90b9,1842bdb
179d6130,fed946d,18404f8
179d8840,fed9820,183de15
179daf50,fed9bd2,183b731
179dd660,fed9f85,183904e
179dfd70,feda337,183696b
179e2480,feda6e8,1834288
179e4b90,fedaa9a,1831ba5
179e72a0,fedae4b,182f4c2
179e99b0,fedb1fb,182cdde
179ec0c0,fedb5ab,182a6fb
179ee7d0,fedb95b,1828018
179f0ee0,fedbd0b,1825934
179f35f0,fedc0ba,1823251
179f5d00,fedc468,1820b6d
179f8410,fedc817,181e48a
179fab20,fedcbc5,181bda6
179fd230,fedcf72,18196c3
179ff940,fedd31f,1816fdf
17a02050,fedd6cc,18148fb
17a04760,fedda79,1812218
17a06e70,fedde25,180fb34
17a09580,fede1d0,180d450
17a0bc90,fede57c,180ad6c
17a0e3a0,fede927,1808689
17a10ab0,fedecd1,1805fa5
17a131c0,fedf07b,18038c1
17a158d0,fedf425,18011dd
17a17fe0,fedf7cf,17feaf9
17a1a6f0,fedfb78,17fc415
17a1ce00,fedff21,17f9d31
17a1f510,fee02c9,17f764d
17a21c20,fee0671,17f4f69
17a24330,fee0a19,17f2885
17a26a40,fee0dc0,17f01a1
17a29150,fee1167,17edabc
17a2b860,fee150d,17eb3d8
17a2df70,fee18b4,17e8cf4
17a30680,fee1c59,17e660f
17a32d90,fee1fff,17e3f2b
17a354a0,fee23a4,17e1847
17a37bb0,fee2748,17df162
17a3a2c0,fee2aed,17dca7e
17a3c9d0,fee2e91,17da399
17a3f0e0,fee3234,17d7cb5
17a417f0,fee35d7,17d55d0
17a43f00,fee397a,17d2eec
17a46610,fee3d1d,17d0807
17a48d20,fee40bf,17ce123
17a4b430,fee4460,17cba3e
17a4db40,fee4802,17c9359
17a50250,fee4ba3,17c6c74
17a52960,fee4f43,17c4590
17a55070,fee52e3,17c1eab
17a57780,fee5683,17bf7c6
17a59e90,fee5a23,17bd0e1
17a5c5a0,fee5dc2,17ba9fc
17a5ecb0,fee6161,17b8317
17a613c0,fee64ff,17b5c32
17a63ad0,fee689d,17b354d
17a661e0,fee6c3b,17b0e68
17a688f0,fee6fd8,17ae783
17a6b000,fee7375,17ac09e
17a6d710,fee7711,17a99b9
17a6fe20,fee7aad,17a72d3
17a72530,fee7e49,17a4bee
17a74c40,fee81e4,17a2509
17a77350,fee857f,179fe23
17a79a60,fee891a,179d73e
17a7c170,fee8cb4,179b059
17a7e880,fee904e,1798973
17a80f90,fee93e8,179628e
17a836a0,fee9781,1793ba8
17a85db0,fee9b1a,17914c3
17a884c0,fee9eb2,178eddd
17a8abd0,feea24a,178c6f8
17a8d2e0,feea5e2,178a012
17a8f9f0,feea979,178792d
17a92100,feead10,1785247
17a94810,feeb0a7,1782b61
17a96f20,feeb43d,178047b
17a99630,feeb7d3,177dd96
17a9bd40,feebb68,177b6b0
17a9e450,feebefd,1778fca
17aa0b60,feec292,17768e4
17aa3270,feec626,17741fe
17aa5980,feec9ba,1771b18
17aa8090,feecd4e,176f432
17aaa7a0,feed0e1,176cd4c
17aaceb0,feed474,176a666
17aaf5c0,feed807,1767f80
17ab1cd0,feedb99,176589a
17ab43e0,feedf2a,17631b4
17ab6af0,feee2bc,1760acd
17ab9200,feee64d,175e3e7
17abb910,feee9dd,175bd01
17abe020,feeed6e,175961b
17ac0730,feef0fe,1756f34
17ac2e40,feef48d,175484e
17ac5550,feef81c,1752167
17ac7c60,feefbab,174fa81
17aca370,feeff39,174d39b
17acca80,fef02c7,174acb4
17acf190,fef0655,17485ce
17ad18a0,fef09e2,1745ee7
17ad3fb0,fef0d6f,1743800
17ad66c0,fef10fc,174111a
17ad8dd0,fef1488,173ea33
17adb4e0,fef1814,173c34c
17addbf0,fef1b9f,1739c66
17ae0300,fef1f2a,173757f
17ae2a10,fef22b5,1734e98
17ae5120,fef263f,17327b1
17ae7830,fef29c9,17300ca
17ae9f40,fef2d53,172d9e3
17aec650,fef30dc,172b2fc
17aeed60,fef3465,1728c15
17af1470,fef37ed,172652e
17af3b80,fef3b76,1723e47
17af6290,fef3efd,1721760
17af89a0,fef4285,171f079
17afb0b0,fef460c,171c992
17afd7c0,fef4992,171a2ab
17affed0,fef4d18,1717bc4
17b025e0,fef509e,17154dc
17b04cf0,fef5424,1712df5
17b07400,fef57a9,171070e
17b09b10,fef5b2e,170e026
17b0c220,fef5eb2,170b93f
17b0e930,fef6236,1709258
17b11040,fef65ba,1706b70
17b13750,fef693d,1704489
17b15e60,fef6cc0,1701da1
17b18570,fef7043,16ff6ba
17b1ac80,fef73c5,16fcfd2
17b1d390,fef7746,16fa8ea
17b1faa0,fef7ac8,16f8203
17b221b0,fef7e49,16f5b1b
17b248c0,fef81ca,16f3433
17b26fd0,fef854a,16f0d4c
17b296e0,fef88ca,16ee664
17b2bdf0,fef8c49,16ebf7c
17b2e500,fef8fc9,16e9894
17b30c10,fef9347,16e71ac
17b33320,fef96c6,16e4ac4
17b35a30,fef9a44,16e23dc
17b38140,fef9dc2,16dfcf4
17b3a850,fefa13f,16dd60c
17b3cf60,fefa4bc,16daf24
17b3f670,fefa839,16d883c
17b41d80,fefabb5,16d6154
17b44490,fefaf31,16d3a6c
17b46ba0,fefb2ac,16d1384
17b492b0,fefb627,16cec9c
17b4b9c0,fefb9a2,16cc5b3
17b4e0d0,fefbd1c,16c9ecb
17b507e0,fefc096,16c77e3
17b52ef0,fefc410,16c50fa
17b55600,fefc789,16c2a12
17b57d10,fefcb02,16c032a
17b5a420,fefce7b,16bdc41
17b5cb30,fefd1f3,16bb559
17b5f240,fefd56b,16b8e70
17b61950,fefd8e2,16b6788
17b64060,fefdc59,16b409f
17b66770,fefdfd0,16b19b6
17b68e80,fefe346,16af2ce
17b6b590,fefe6bc,16acbe5
17b6dca0,fefea31,16aa4fc
17b703b0,fefeda7,16a7e14
17b72ac0,feff11b,16a572b
17b751d0,feff490,16a3042
17b778e0,feff804,16a0959
17b79ff0,feffb78,169e270
17b7c700,feffeeb,169bb87
17b7ee10,ff0025e,169949f
17b81520,ff005d0,1696db6
17b83c30,ff00943,16946cd
17b86340,ff00cb5,1691fe3
17b88a50,ff01026,168f8fa
17b8b160,ff01397,168d211
17b8d870,ff01708,168ab28
17b8ff80,ff01a78,168843f
17b92690,ff01de8,1685d56
17b94da0,ff02158,168366d
17b974b0,ff024c7,1680f83
17b99bc0,ff02836,167e89a
17b9c2d0,ff02ba4,167c1b1
17b9e9e0,ff02f12,1679ac7
17ba10f0,ff03280,16773de
17ba3800,ff035ee,1674cf4
17ba5f10,ff0395b,167260b
17ba8620,ff03cc7,166ff21
17baad30,ff04034,166d838
17bad440,ff0439f,166b14e
17bafb50,ff0470b,1668a65
17bb2260,ff04a76,166637b
17bb4970,ff04de1,1663c91
17bb7080,ff0514b,16615a8
17bb9790,ff054b5,165eebe
17bbbea0,ff0581f,165c7d4
17bbe5b0,ff05b88,165a0ea
17bc0cc0,ff05ef1,1657a01
17bc33d0,ff0625a,1655317
17bc5ae0,ff065c2,1652c2d
17bc81f0,ff0692a,1650543
17bca900,ff06c91,164de59
17bcd010,ff06ff8,164b76f
17bcf720,ff0735f,1649085
17bd1e30,ff076c5,164699b
17bd4540,ff07a2b,16442b1
17bd6c50,ff07d91,1641bc7
17bd9360,ff080f6,163f4dd
17bdba70,ff0845b,163cdf2
17bde180,ff087c0,163a708
17be0890,ff08b24,163801e
17be2fa0,ff08e87,1635934
17be56b0,ff091eb,1633249
17be7dc0,ff0954e,1630b5f
17bea4d0,ff098b0,162e475
17becbe0,ff09c13,162bd8a
17bef2f0,ff09f74,16296a0
17bf1a00,ff0a2d6,1626fb5
17bf4110,ff0a637,16248cb
17bf6820,ff0a998,16221e0
17bf8f30,ff0acf8,161faf6
17bfb640,ff0b058,161d40b
17bfdd50,ff0b3b8,161ad20
17c00460,ff0b717,1618636
17c02b70,ff0ba76,1615f4b
17c05280,ff0bdd5,1613860
17c07990,ff0c133,1611176
17c0a0a0,ff0c491,160ea8b
17c0c7b0,ff0c7ee,160c3a0
17c0eec0,ff0cb4b,1609cb5
17c115d0,ff0cea8,16075ca
17c13ce0,ff0d204,1604edf
17c163f0,ff0d560,16027f4
17c18b00,ff0d8bc,1600109
17c1b210,ff0dc17,15fda1e
17c1d920,ff0df72,15fb333
17c20030,ff0e2cc,15f8c48
17c22740,ff0e626,15f655d
17c24e50,ff0e980,15f3e72
17c27560,ff0ecd9,15f1787
17c29c70,ff0f032,15ef09c
17c2c380,ff0f38b,15ec9b0
17c2ea90,ff0f6e3,15ea2c5
17c311a0,ff0fa3b,15e7bda
17c338b0,ff0fd92,15e54ee
17c35fc0,ff100ea,15e2e03
17c386d0,ff10440,15e0718
17c3ade0,ff10797,15de02c
17c3d4f0,ff10aed,15db941
17c3fc00,ff10e42,15d9255
17c42310,ff11198,15d6b6a
17c44a20,ff114ec,15d447e
17c47130,ff11841,15d1d92
17c49840,ff11b95,15cf6a7
17c4bf50,ff11ee9,15ccfbb
17c4e660,ff1223c,15ca8d0
17c50d70,ff1258f,15c81e4
17c53480,ff128e2,15c5af8
17c55b90,ff12c34,15c340c
17c582a0,ff12f86,15c0d20
17c5a9b0,ff132d8,15be635
17c5d0c0,ff13629,15bbf49
17c5f7d0,ff1397a,15b985d
17c61ee0,ff13cca,15b7171
17c645f0,ff1401a,15b4a85
17c66d00,ff1436a,15b2399
17c69410,ff146b9,15afcad
17c6bb20,ff14a08,15ad5c1
17c6e230,ff14d57,15aaed5
17c70940,ff150a5,15a87e9
17c73050,ff153f3,15a60fc
17c75760,ff15740,15a3a10
17c77e70,ff15a8d,15a1324
17c7a580,ff15dda,159ec38
17c7cc90,ff16126,159c54b
17c7f3a0,ff16472,1599e5f
17c81ab0,ff167be,1597773
17c841c0,ff16b09,1595086
17c868d0,ff16e54,159299a
17c88fe0,ff1719f,15902ad
17c8b6f0,ff174e9,158dbc1
17c8de00,ff17833,158b4d4
17c90510,ff17b7c,1588de8
17c92c20,ff17ec5,15866fb
17c95330,ff1820e,158400f
17c97a40,ff18556,1581922
17c9a150,ff1889e,157f235
17c9c860,ff18be5,157cb49
17c9ef70,ff18f2c,157a45c
17ca1680,ff19273,1577d6f
17ca3d90,ff195ba,1575682
17ca64a0,ff19900,1572f96
17ca8bb0,ff19c45,15708a9
17cab2c0,ff19f8b,156e1bc
17cad9d0,ff1a2d0,156bacf
17cb00e0,ff1a614,15693e2
17cb27f0,ff1a958,1566cf5
17cb4f00,ff1ac9c,1564608
17cb7610,ff1afe0,1561f1b
17cb9d20,ff1b323,155f82e
17cbc430,ff1b665,155d141
17cbeb40,ff1b9a8,155aa54
17cc1250,ff1bcea,1558367
17cc3960,ff1c02b,1555c79
17cc6070,ff1c36c,155358c
17cc8780,ff1c6ad,1550e9f
17ccae90,ff1c9ee,154e7b2
17ccd5a0,ff1cd2e,154c0c4
17ccfcb0,ff1d06e,15499d7
17cd23c0,ff1d3ad,15472ea
17cd4ad0,ff1d6ec,1544bfc
17cd71e0,ff1da2b,154250f
17cd98f0,ff1dd69,153fe21
17cdc000,ff1e0a7,153d734
17cde710,ff1e3e4,153b046
17ce0e20,ff1e721,1538959
17ce3530,ff1ea5e,153626b
17ce5c40,ff1ed9a,1533b7d
17ce8350,ff1f0d6,1531490
17ceaa60,ff1f412,152eda2
17ced170,ff1f74d,152c6b4
17cef880,ff1fa88,1529fc7
17cf1f90,ff1fdc3,15278d9
17cf46a0,ff200fd,15251eb
17cf6db0,ff20437,1522afd
17cf94c0,ff20770,152040f
17cfbbd0,ff20aa9,151dd21
17cfe2e0,ff20de2,151b633
17d009f0,ff2111a,1518f45
17d03100,ff21452,1516857
17d05810,ff2178a,1514169
17d07f20,ff21ac1,1511a7b
17d0a630,ff21df8,150f38d
17d0cd40,ff2212e,150cc9f
17d0f450,ff22464,150a5b1
17d11b60,ff2279a,1507ec3
17d14270,ff22acf,15057d5
17d16980,ff22e04,15030e6
17d19090,ff23139,15009f8
17d1b7a0,ff2346d,14fe30a
17d1deb0,ff237a1,14fbc1b
17d205c0,ff23ad4,14f952d
17d22cd0,ff23e08,14f6e3f
17d253e0,ff2413a,14f4750
17d27af0,ff2446d,14f2062
17d2a200,ff2479f,14ef973
17d2c910,ff24ad0,14ed285
17d2f020,ff24e02,14eab96
17d31730,ff25132,14e84a8
17d33e40,ff25463,14e5db9
17d36550,ff25793,14e36ca
17d38c60,ff25ac3,14e0fdc
17d3b370,ff25df2,14de8ed
17d3da80,ff26121,14dc1fe
17d40190,ff26450,14d9b10
17d428a0,ff2677e,14d7421
17d44fb0,ff26aac,14d4d32
17d476c0,ff26dda,14d2643
17d49dd0,ff27107,14cff54
17d4c4e0,ff27434,14cd865
17d4ebf0,ff27760,14cb176
17d51300,ff27a8c,14c8a87
17d53a10,ff27db8,14c6398
17d56120,ff280e3,14c3ca9
17d58830,ff2840e,14c15ba
